"SampleQuantiles","TheoreticalQuantiles"
1.41706239642451,0.694351150153631
-1.37901916171634,-0.550822835676553
1.41547993592963,0.688615571022118
-1.12407710646835,-0.152811505302219
-1.02876663730103,-0.129593777986024
3.95296021908851,24.3488124301189
-1.38052289815548,-0.609845623241345
-2.23298428513965,-3.27320889923591
1.33434182440373,0.295563977095901
-1.36464109496368,-0.352609966162838
1.29530741287434,0.248651349058953
-0.408085213415741,-0.0306799132599574
-1.18161098543096,-0.171560593952966
1.31941013900764,0.274218347437069
-1.29396548039797,-0.23286472911244
0.804026439033677,0.0881765434963196
0.77495954286937,0.0833252843421568
-1.23459341685489,-0.195349452610609
1.22388462470281,0.203153469284235
-2.272109591636,-3.3943743946068
1.22675393120213,0.204904160959563
1.10963686597522,0.157505706850929
-1.20487479471963,-0.179577845506108
1.31388591134908,0.271471481461328
-0.966083668932558,-0.11526129376428
-0.104868539023715,-0.0016195397187735
1.11107047304694,0.1579151320635
-1.2177698024644,-0.185099056392638
1.08108262213062,0.14757414406127
-0.375907425726432,-0.0265335443393102
-0.77495954286937,-0.0810176002695307
1.07900242620268,0.147026617698308
-1.03139781868687,-0.130084494966115
0.614997241916925,0.0578096890208033
0.446669293728693,0.0366578367644015
-0.898550153507475,-0.101199025649678
0.93807605537033,0.112132283823717
-0.689688958566163,-0.0678567346610782
-0.126490229482229,-0.00282605044284241
0.659565034392631,0.0647490253287028
-0.824511852041021,-0.0888046819483011
0.679660561498446,0.0684376515512771
-0.294026126796553,-0.0178585010096701
-0.449450222904347,-0.0353697159624955
0.666797355118703,0.0659932436196373
-0.649019545204973,-0.0619423375459758
0.389857093190575,0.0291228112473248
0.245462899268392,0.013790018593308
-3.07797308197157,-7.53940933451599
1.3870754496619,0.418136868617131
0.548081909136924,0.0500266934328384
-0.591554459142997,-0.0539787766595606
1.34049364414522,0.303070052231516
-1.22798673112283,-0.192233338575913
1.03933455327836,0.134614457590799
0.704739126415511,0.0721798634005808
-1.14134969255364,-0.158041510169883
1.22511309250528,0.204388437237758
-0.979749933008698,-0.11779780264547
0.169922099458992,0.00680956808437088
0.927314966525562,0.11034880363131
-1.12008274593301,-0.151858896425298
1.00091878315406,0.124341856283501
-0.454593411765974,-0.0359365850028592
-0.606603251955467,-0.0561346690612373
0.947430355385924,0.114019856473677
-0.940482188440601,-0.109857181256832
0.59339933647788,0.0554267868721385
0.307792719607312,0.0200463903731398
-0.749860910302577,-0.0771242884741244
0.824240067435625,0.0918429572189083
-0.643059863609111,-0.0612229344058522
-2.96667185309643,-6.49713427634771
1.38303608516871,0.392707240791674
0.267057444305617,0.0158134980300554
2.1991720782392,2.46513141166706
0.634281179255641,0.0607476587788792
-1.23417891949693,-0.195305688913195
1.11502471656455,0.160396821913336
-0.874473793920386,-0.0969445153812844
-0.452663313791577,-0.0358042130573336
0.959317766512601,0.115983123206438
-1.10321366539648,-0.147331466905011
0.844519799264205,0.0952358342773066
-0.226959258348611,-0.0109760300527983
-0.730016396700482,-0.074319988473588
0.935975135307705,0.111654128749234
-2.05470639737781,-2.66551339202176
1.23750085678409,0.211807415014447
0.678929465221839,0.0684149135948599
-0.90290444497549,-0.10224626432917
1.23791706003598,0.212025203550146
-0.988858176603558,-0.12016226397881
-2.0282784119458,-2.57076954404336
1.3093128281507,0.267928799556538
-0.8365313635821,-0.0905144413425092
0.861221299281639,0.0977417763976109
0.798691499685769,0.0872157358140723
-0.937475370278035,-0.109478941554271
1.08316750668676,0.148197248383245
-0.660527344607348,-0.0632576402060703
-2.07426393727115,-2.72744442740161
-1.99181504683683,-2.38035427835381
1.02450609203652,0.130565966610645
0.761444938602507,0.0810841733477871
0.857582360943736,0.0972081991391156
0.300092601313268,0.01918846374732
0.521959993124395,0.0461940457614388
-2.07260360102833,-2.72620035277575
1.19375378205511,0.18941637196262
0.685033088686485,0.0691795799673666
-0.442824465743384,-0.0346003283467821
1.08805064154357,0.149570966161032
